id,bbox_n_yolo
6eef0ab9-47c0-4b01-bd5d-7caa17593e87,"[[0.347656, 0.464844, 0.379688, 0.623437], [0.74375, 0.476562, 0.34375, 0.6375]]"
6ef86ecb-cc66-4b49-92bd-503b08de6e86,"[[0.263281, 0.471875, 0.373437, 0.6625], [0.714063, 0.458594, 0.396875, 0.632812]]"
6f0aa949-7f96-4fad-a852-4224a159834b,"[[0.276562, 0.460938, 0.275, 0.625], [0.664844, 0.445312, 0.401562, 0.64375]]"
6f1d3c0f-0119-4a49-8bc2-343b95b110e7,"[[0.269531, 0.473438, 0.357812, 0.7625], [0.705469, 0.490625, 0.295312, 0.771875]]"
6f27fe76-2a4b-4679-8381-664160325373,"[[0.317188, 0.408594, 0.321875, 0.632812], [0.724219, 0.442969, 0.342187, 0.707812]]"
6f2fa03b-7a04-4795-b927-bf0d32b24f73,"[[0.278125, 0.498437, 0.35, 0.678125], [0.689063, 0.489063, 0.340625, 0.65625]]"
6f3854f2-65c0-4760-a1b3-7879bb7fc75f,"[[0.280469, 0.445312, 0.423438, 0.690625], [0.754687, 0.447656, 0.371875, 0.685937]]"
6f3ee2c1-3491-4e1e-890f-ffab242b68a7,"[[0.321094, 0.385937, 0.360938, 0.6], [0.682813, 0.398438, 0.296875, 0.58125]]"
6f41f78b-66db-40eb-b657-e07470a50d24,"[[0.298438, 0.532813, 0.353125, 0.846875], [0.700781, 0.533594, 0.326562, 0.870313]]"
6f4378d6-f017-45ed-91cd-b28f579506ba,"[[0.342187, 0.40625, 0.246875, 0.45], [0.66875, 0.405469, 0.30625, 0.457813]]"
6f50bef2-f849-42c1-8e00-d3003b9ced67,"[[0.3375, 0.495312, 0.303125, 0.703125], [0.7125, 0.521875, 0.30625, 0.740625]]"
6f5144a4-1998-4b7d-b767-e666a2e4d3c6,"[[0.325781, 0.507812, 0.379688, 0.675], [0.766406, 0.53125, 0.357812, 0.740625]]"
6f6eea6d-aeca-48ad-a730-ba52981111cd,"[[0.3625, 0.574219, 0.26875, 0.757812], [0.740625, 0.516406, 0.31875, 0.667188]]"
6f84e6cf-b9ee-43d2-ab56-eae54adbcb88,"[[0.292187, 0.529687, 0.328125, 0.6875], [0.647656, 0.53125, 0.285938, 0.696875]]"
6f869ebd-15ca-4d46-89b1-0c0a3d367124,"[[0.328125, 0.485156, 0.35, 0.682813], [0.732031, 0.507812, 0.342187, 0.75]]"
6f8993fa-41d4-4145-b85a-7c2b4c82f4d9,"[[0.239844, 0.35625, 0.407813, 0.484375], [0.699219, 0.389062, 0.326562, 0.5625]]"
6f9f12b8-533d-40f0-b685-1cdf8a6854e5,"[[0.322656, 0.334375, 0.326562, 0.51875], [0.717187, 0.34375, 0.31875, 0.584375]]"
6f9f42cc-9f66-407f-ad89-69ee94a47558,"[[0.347656, 0.5125, 0.329688, 0.771875], [0.702344, 0.507812, 0.279687, 0.790625]]"
6f9f6941-46d9-4c16-8c5a-e2a6de1de7e4,"[[0.307812, 0.497656, 0.271875, 0.710938], [0.6625, 0.496875, 0.340625, 0.721875]]"
6fa98716-9ba4-479d-bd41-332cafed8a05,"[[0.291406, 0.408594, 0.345313, 0.604688], [0.660937, 0.446875, 0.271875, 0.64375]]"
6fb0791a-7bf5-4a8b-9bc2-dd539b6de2db,"[[0.213281, 0.40625, 0.376563, 0.75625], [0.677344, 0.464062, 0.354687, 0.8375]]"
6fcc74a3-2249-4f73-b635-b8032192fc26,"[[0.317188, 0.560937, 0.346875, 0.709375], [0.7375, 0.578125, 0.31875, 0.784375]]"
6fcf6a3a-dd47-4a67-9bea-c670f1d94acc,"[[0.275, 0.428906, 0.315625, 0.595313], [0.68125, 0.432031, 0.36875, 0.576562]]"
6fd07235-5c53-4a43-a720-6cea0b36eb59,"[[0.359375, 0.490625, 0.2875, 0.596875], [0.725, 0.525781, 0.3375, 0.689063]]"
6fd5262a-db7f-43b9-b29d-cfba322b8ba1,"[[0.294531, 0.455469, 0.426563, 0.645312], [0.744531, 0.475, 0.357812, 0.684375]]"
6fd86b1c-6b2b-437e-b3ec-b36f380499c5,"[[0.295312, 0.453125, 0.375, 0.61875], [0.724219, 0.45625, 0.332813, 0.615625]]"
6fdc7f46-9466-4a4b-b9ce-46db674cfb34,"[[0.34375, 0.514062, 0.3375, 0.7], [0.757812, 0.521875, 0.35, 0.703125]]"
6fdfe34b-f264-4bec-8669-b19786a1a6e8,"[[0.384375, 0.370312, 0.2875, 0.5], [0.698438, 0.442969, 0.225, 0.573438]]"
6ff5278b-71a0-4856-9f84-33f33bb8c471,"[[0.295312, 0.45625, 0.359375, 0.653125], [0.701562, 0.444531, 0.359375, 0.701562]]"
700020e7-8847-4635-8787-b2c374b2e17a,"[[0.311719, 0.432812, 0.342187, 0.5375], [0.700781, 0.458594, 0.260937, 0.614062]]"
700a6dd6-7d20-4796-aa58-b4a9dafd6472,"[[0.30625, 0.541406, 0.35, 0.892188], [0.755469, 0.528125, 0.335938, 0.903125]]"
700dda66-d2a5-4898-8f6e-78ef63cbd2a3,"[[0.273438, 0.503906, 0.353125, 0.895312], [0.666406, 0.50625, 0.335938, 0.890625]]"
7012bc84-d176-4982-99f7-865c67343e21,"[[0.701562, 0.51875, 0.353125, 0.89375], [0.28125, 0.51875, 0.340625, 0.834375]]"
7013a598-e32c-45c8-ae47-e75dfeffd918,"[[0.634375, 0.477344, 0.196875, 0.407813], [0.391406, 0.460156, 0.235937, 0.360938]]"
7019898e-cf8e-4b6c-9891-88412605fee4,"[[0.342187, 0.404687, 0.353125, 0.65], [0.726562, 0.395313, 0.353125, 0.63125]]"
701a43dd-cdd4-44be-a41b-cb28b921366c,"[[0.255469, 0.421875, 0.392188, 0.61875], [0.700781, 0.419531, 0.382812, 0.635938]]"
702a40d1-bd1d-4eb2-b3b4-89f8a34b3ca6,"[[0.279687, 0.522656, 0.403125, 0.817187], [0.722656, 0.536719, 0.370312, 0.848437]]"
70424f6d-6b1c-475c-b735-4e368f0c8abd,"[[0.289062, 0.471875, 0.428125, 0.70625], [0.746875, 0.467187, 0.39375, 0.70625]]"
7042cff6-19c1-4a6f-8c59-066c268cb8ff,"[[0.685156, 0.48125, 0.307812, 0.803125], [0.278125, 0.459375, 0.36875, 0.759375]]"
7044509a-4563-4f05-809c-8a1b54edc238,"[[0.2625, 0.382812, 0.4125, 0.721875], [0.71875, 0.401562, 0.39375, 0.7625]]"
704ba680-a645-4268-858b-558e086724c0,"[[0.289844, 0.444531, 0.367188, 0.660937], [0.724219, 0.477344, 0.370312, 0.757812]]"
7056b1e7-5787-4d5c-9a50-8f61fb544e52,"[[0.692969, 0.453906, 0.367188, 0.717187], [0.264062, 0.452344, 0.365625, 0.689063]]"
7066078d-0568-4411-b20a-09d0c9a87ffd,"[[0.302344, 0.483594, 0.332813, 0.648438], [0.696875, 0.469531, 0.325, 0.682813]]"
7089e4a3-2938-4e40-ae57-36e72e8a92c6,"[[0.721875, 0.484375, 0.38125, 0.746875], [0.276562, 0.49375, 0.403125, 0.784375]]"
70923e9a-cabe-4d97-bfd5-542f5a78bb01,"[[0.292187, 0.439063, 0.334375, 0.6625], [0.671875, 0.445312, 0.34375, 0.671875]]"
70b6a2e6-77aa-4678-a3df-901dc49394a5,"[[0.342187, 0.448437, 0.315625, 0.6], [0.692187, 0.449219, 0.334375, 0.629687]]"
70c08cfa-8262-49e0-b965-f74b7f52daf1,"[[0.311719, 0.403125, 0.323437, 0.64375], [0.678906, 0.415625, 0.339062, 0.6625]]"
70cb2306-fffb-4c0d-8385-3da27552f6f7,"[[0.246094, 0.521875, 0.373437, 0.878125], [0.666406, 0.521875, 0.345313, 0.896875]]"
70cc15b4-37b2-4d2b-90ee-bdc3153cc0d5,"[[0.326562, 0.369531, 0.328125, 0.529687], [0.705469, 0.378906, 0.314063, 0.532813]]"
70e0719d-3ab0-4e00-8cb7-e8d85ef6df4d,"[[0.302344, 0.438281, 0.310937, 0.710938], [0.677344, 0.457813, 0.335938, 0.74375]]"
70e095f4-26ea-4e9d-8589-93c389186d50,"[[0.327344, 0.486719, 0.342187, 0.629687], [0.728125, 0.486719, 0.36875, 0.639062]]"
70e39c46-09d9-40b5-8cde-147046a52965,"[[0.298438, 0.485938, 0.359375, 0.63125], [0.746094, 0.511719, 0.398438, 0.701562]]"
70f0205c-dd20-4caf-8d3b-b2f8354d1e0b,"[[0.338281, 0.392969, 0.367188, 0.626563], [0.765625, 0.428906, 0.353125, 0.698438]]"
70fa8756-5de7-4c3e-86ff-3664c9016364,"[[0.321094, 0.517969, 0.351562, 0.860938], [0.726562, 0.498437, 0.359375, 0.85625]]"
70fd3f0c-f79f-4cbd-893f-c1d6b80b7af7,"[[0.278125, 0.416406, 0.325, 0.607812], [0.670312, 0.417969, 0.359375, 0.629687]]"
71043372-1241-4da3-a470-e0e7585f668c,"[[0.264844, 0.442188, 0.385937, 0.725], [0.710156, 0.475, 0.345313, 0.73125]]"
710f5df1-dab1-4e25-8c25-b5a642424c1b,"[[0.29375, 0.454688, 0.284375, 0.50625], [0.657031, 0.446094, 0.332813, 0.482812]]"
71190258-9a12-4da9-b266-fc1ea2f59b71,"[[0.317188, 0.3625, 0.290625, 0.565625], [0.692969, 0.330469, 0.370312, 0.560937]]"
7119d8ae-329e-4cf4-bfac-389ae146ec96,"[[0.780469, 0.421094, 0.379688, 0.723437], [0.324219, 0.414844, 0.439063, 0.676562]]"
711fa1db-25af-44b9-b91a-834e095bed95,"[[0.335938, 0.485938, 0.365625, 0.69375], [0.71875, 0.467187, 0.3125, 0.68125]]"
7123c0f8-b37f-4172-ae51-a32486ee3fae,"[[0.689844, 0.422656, 0.326562, 0.610938], [0.3125, 0.419531, 0.325, 0.614062]]"
71335a57-2671-4ed6-9a0b-291915031efe,"[[0.3125, 0.453906, 0.34375, 0.607812], [0.734375, 0.464844, 0.353125, 0.604688]]"
71467d8c-7769-482a-b674-2edd74f4b4c1,"[[0.284375, 0.432031, 0.375, 0.648438], [0.682813, 0.505469, 0.340625, 0.785937]]"
714b86b6-779c-474e-88f2-060715186706,"[[0.264062, 0.499219, 0.365625, 0.817187], [0.752344, 0.467187, 0.398438, 0.7625]]"
7150bb39-42ce-4f4e-b46e-79fee604ccd1,"[[0.710938, 0.448437, 0.296875, 0.65625], [0.2875, 0.450781, 0.44375, 0.604688]]"
7159b3eb-65a4-4ca9-aa67-106abcb09220,"[[0.750781, 0.473438, 0.379688, 0.621875], [0.317188, 0.475781, 0.384375, 0.648438]]"
71600687-9cd9-42ad-b7a5-74e7d25790c5,"[[0.248438, 0.442188, 0.321875, 0.60625], [0.646875, 0.434375, 0.34375, 0.628125]]"
71639ce3-3715-4e4d-8bef-3df8bb5c6770,"[[0.249219, 0.370312, 0.460938, 0.553125], [0.682031, 0.392969, 0.364063, 0.585938]]"
71864474-2cba-48f0-8332-003f70bbb9ec,"[[0.304688, 0.453125, 0.346875, 0.659375], [0.689844, 0.510938, 0.276562, 0.746875]]"
719683e3-b737-483e-a2e6-833083280187,"[[0.332031, 0.44375, 0.348438, 0.628125], [0.713281, 0.434375, 0.314063, 0.6]]"
71a17ca6-5e02-41af-9768-6b70349ddd1b,"[[0.278125, 0.514062, 0.446875, 0.73125], [0.695312, 0.535937, 0.303125, 0.79375]]"
71a4ce50-744f-49f2-8e17-6f39946b44f5,"[[0.316406, 0.54375, 0.345313, 0.821875], [0.733594, 0.534375, 0.414062, 0.840625]]"
71a7ea29-d36f-4d9d-adaa-505c4618da0a,"[[0.374219, 0.503906, 0.276562, 0.698438], [0.720313, 0.516406, 0.284375, 0.704688]]"
71b09f7a-7ef5-4723-841f-eef8725e7688,"[[0.289062, 0.523438, 0.378125, 0.66875], [0.670312, 0.539062, 0.296875, 0.6875]]"
71b0ce4b-d1dc-4e08-9e22-be77adec71c1,"[[0.282813, 0.453906, 0.390625, 0.689063], [0.723437, 0.448437, 0.378125, 0.65625]]"
71bc1722-acfb-4c2d-a774-eded24a34f9b,"[[0.344531, 0.398438, 0.320312, 0.75625], [0.732031, 0.401562, 0.326562, 0.775]]"
71c26956-e098-4026-87a3-11426728094a,"[[0.2875, 0.339062, 0.378125, 0.5625], [0.727344, 0.340625, 0.348438, 0.559375]]"
71c7c71c-a316-451f-ac99-dc6e16d392e2,"[[0.333594, 0.41875, 0.351562, 0.634375], [0.710938, 0.404687, 0.29375, 0.64375]]"
71ccfd03-96b3-45a5-92ec-bb4fc239a20c,"[[0.264062, 0.451562, 0.396875, 0.853125], [0.704688, 0.453906, 0.365625, 0.892188]]"
71ced5fc-e588-4536-b79a-011e99a7e524,"[[0.246875, 0.503906, 0.33125, 0.689063], [0.624219, 0.479687, 0.289062, 0.678125]]"
71d25920-4060-4a31-b7aa-cfbf4721a5c5,"[[0.294531, 0.532813, 0.323437, 0.525], [0.672656, 0.521875, 0.323437, 0.496875]]"
71d8d6ec-253b-4272-a467-311828b2a35b,"[[0.304688, 0.538281, 0.365625, 0.892188], [0.74375, 0.528125, 0.38125, 0.884375]]"
71da3b1e-803b-4d2b-a157-25482a4e2166,"[[0.33125, 0.460938, 0.30625, 0.625], [0.705469, 0.460156, 0.339062, 0.639062]]"
71e3ebac-7d73-4728-b23d-a7c0742ecdec,"[[0.330469, 0.363281, 0.289062, 0.557813], [0.696094, 0.36875, 0.335938, 0.590625]]"
71ea9683-d7a2-4613-9838-e0ec52a3e76a,"[[0.295312, 0.514844, 0.353125, 0.529687], [0.727344, 0.539062, 0.385937, 0.6125]]"
7211cf02-869d-48f9-a79d-108fc6da2599,"[[0.744531, 0.555469, 0.351562, 0.689063], [0.271875, 0.5125, 0.425, 0.628125]]"
7213e146-4efd-40e6-ab88-a9e7a9c8c25c,"[[0.710156, 0.488281, 0.385937, 0.860938], [0.228906, 0.44375, 0.439063, 0.740625]]"
7215f3e0-f549-43f2-8fb7-9202b133d142,"[[0.707031, 0.567187, 0.323437, 0.775], [0.301563, 0.558594, 0.346875, 0.776563]]"
721ca9d9-ef3e-4fda-84c3-bd9f7a7645aa,"[[0.329688, 0.424219, 0.371875, 0.617188], [0.75625, 0.453125, 0.30625, 0.675]]"
722816d0-3d58-4fbc-8e0f-a2ef699efbc6,"[[0.225, 0.40625, 0.375, 0.54375], [0.642969, 0.428906, 0.332813, 0.545312]]"
722cca4a-f542-47ba-be14-29238c1124e1,"[[0.309375, 0.354687, 0.36875, 0.5875], [0.728906, 0.372656, 0.370312, 0.607812]]"
7237e36e-e4bc-4d5d-8497-e891cecac5c9,"[[0.707812, 0.441406, 0.415625, 0.676562], [0.258594, 0.482812, 0.345313, 0.75]]"
723c5cd8-8666-4335-9420-0c59a10aaf73,"[[0.244531, 0.439063, 0.382812, 0.628125], [0.722656, 0.370312, 0.410938, 0.625]]"
7251ea5b-92d5-4474-8f1c-462c204923bf,"[[0.700781, 0.479687, 0.417187, 0.6625], [0.239844, 0.510938, 0.392188, 0.6875]]"
7252d75d-6ac8-4220-a108-5406de4a6b22,"[[0.734375, 0.471875, 0.3, 0.678125], [0.378125, 0.442969, 0.334375, 0.667188]]"
7257e3de-ff3d-4b37-9450-937abfae06dd,"[[0.720313, 0.50625, 0.371875, 0.734375], [0.279687, 0.507812, 0.409375, 0.709375]]"
7259b733-6e40-41ec-8993-a0400b72a972,"[[0.701562, 0.460938, 0.35, 0.675], [0.259375, 0.464062, 0.3875, 0.69375]]"
725dfd3a-f07b-4a09-9245-601ad57d182e,"[[0.327344, 0.482812, 0.389062, 0.83125], [0.769531, 0.510938, 0.367188, 0.86875]]"
72680dbd-6106-4852-b544-2e2ad16b5dcc,"[[0.30625, 0.444531, 0.353125, 0.492188], [0.7125, 0.484375, 0.35625, 0.534375]]"
72692f34-7a4b-4252-80fb-9d77b6288a47,"[[0.259375, 0.364844, 0.29375, 0.526563], [0.678906, 0.323437, 0.426563, 0.5125]]"
726bccda-f651-4daa-a681-4307ae71d809,"[[0.345313, 0.428906, 0.378125, 0.589063], [0.744531, 0.433594, 0.317188, 0.589063]]"
727144be-c1d0-4e38-801e-e38653730093,"[[0.30625, 0.464844, 0.3, 0.607812], [0.653906, 0.434375, 0.282813, 0.559375]]"
72733084-9875-4bdc-b598-1369472f5874,"[[0.266406, 0.441406, 0.398438, 0.560937], [0.739844, 0.440625, 0.376563, 0.565625]]"
7274924e-9403-49d5-aa12-df4b50b66deb,"[[0.265625, 0.404687, 0.3875, 0.61875], [0.699219, 0.404687, 0.360938, 0.6625]]"
7279ebda-2162-4459-b48b-a9257f9bceb9,"[[0.75, 0.532813, 0.3375, 0.7375], [0.33125, 0.557813, 0.36875, 0.746875]]"
727dc837-fd38-427b-bf25-9c24b0476bcb,"[[0.332813, 0.519531, 0.334375, 0.867188], [0.717187, 0.51875, 0.328125, 0.878125]]"
7281c876-beb7-4371-bbb4-4269bd00f767,"[[0.707031, 0.415625, 0.317188, 0.753125], [0.305469, 0.434375, 0.342187, 0.765625]]"
72888864-3b3e-4320-992c-1611352ce311,"[[0.295312, 0.503906, 0.36875, 0.832812], [0.703906, 0.529687, 0.345313, 0.86875]]"
728c8191-5ed6-40e1-80b5-a15fb3bc8eb2,"[[0.310156, 0.43125, 0.317188, 0.603125], [0.677344, 0.414062, 0.298438, 0.5625]]"
72925c32-9102-466c-a9ab-169cd6e81369,"[[0.271875, 0.521875, 0.39375, 0.684375], [0.717969, 0.546094, 0.398438, 0.726562]]"
72958adc-e186-4905-9017-d941681a250e,"[[0.296094, 0.495312, 0.432812, 0.71875], [0.75625, 0.467969, 0.384375, 0.714063]]"
729820a4-6f1a-4071-8793-1db3d782dd27,"[[0.269531, 0.445312, 0.320312, 0.565625], [0.655469, 0.488281, 0.332813, 0.676562]]"
72a3eb20-c10f-46ae-bcad-b9f6e3710d8a,"[[0.33125, 0.404687, 0.353125, 0.628125], [0.663281, 0.457813, 0.235937, 0.66875]]"
72a5d9ae-5195-446b-8ca4-42958f92a491,"[[0.26875, 0.400781, 0.309375, 0.510938], [0.619531, 0.402344, 0.285938, 0.548438]]"
72ae200d-3259-430f-80e7-7126da98a255,"[[0.290625, 0.476562, 0.39375, 0.721875], [0.720313, 0.48125, 0.359375, 0.765625]]"
72d28c44-44e7-434b-9ad2-ecf45a3441d6,"[[0.228906, 0.517969, 0.404687, 0.679688], [0.703906, 0.532813, 0.385937, 0.69375]]"
72f231ee-1380-4b0e-b887-cefe4b6179c3,"[[0.246094, 0.479687, 0.370312, 0.68125], [0.6875, 0.434375, 0.396875, 0.646875]]"
72f588ad-c511-48ca-adc8-0f052154362c,"[[0.2875, 0.419531, 0.33125, 0.604688], [0.654687, 0.43125, 0.28125, 0.634375]]"
72fbc26e-3b3e-4a16-b10b-b84bd09790ff,"[[0.369531, 0.410938, 0.351562, 0.71875], [0.750781, 0.439844, 0.317188, 0.814063]]"
73028cb3-d09d-4d81-9640-88ef1571a4f1,"[[0.25625, 0.4875, 0.396875, 0.7375], [0.682031, 0.482812, 0.342187, 0.725]]"
7302c30c-affe-4484-90bc-5f9f4821d2e1,"[[0.78125, 0.548438, 0.371875, 0.7875], [0.292969, 0.526563, 0.392188, 0.76875]]"
7306d9f8-2cb2-4864-bee8-6d0d3e5de27d,"[[0.736719, 0.404687, 0.320312, 0.6625], [0.328125, 0.335938, 0.365625, 0.54375]]"
7307072e-18a7-4a88-a45e-44702e1b63ee,"[[0.220312, 0.501563, 0.421875, 0.884375], [0.684375, 0.524219, 0.4, 0.920312]]"
730a4c92-d93c-4a1e-b2a4-36510e7dee3f,"[[0.382031, 0.380469, 0.310937, 0.526563], [0.7375, 0.4125, 0.296875, 0.565625]]"
730bc1b9-fcbe-4475-8bca-55368d973534,"[[0.292187, 0.490625, 0.409375, 0.721875], [0.71875, 0.465625, 0.3875, 0.665625]]"
730c277f-3c1f-43b9-9464-f42454e400e8,"[[0.302344, 0.335156, 0.457813, 0.589063], [0.748437, 0.370312, 0.321875, 0.68125]]"
731074a1-40f5-43cf-ad03-8c69bfbc1636,"[[0.253906, 0.50625, 0.429688, 0.703125], [0.716406, 0.515625, 0.389062, 0.740625]]"
73114e87-0b3b-48bd-9c9d-94c92c488997,"[[0.334375, 0.496875, 0.328125, 0.628125], [0.701562, 0.530469, 0.315625, 0.682813]]"
73176c86-28cb-425b-9744-27b76446aabf,"[[0.292187, 0.489844, 0.321875, 0.717187], [0.694531, 0.484375, 0.376563, 0.7]]"
731bc722-4bd2-4d18-91c0-e9adfcfffa98,"[[0.34375, 0.454688, 0.2625, 0.553125], [0.682031, 0.433594, 0.310937, 0.501563]]"
732ec3fc-bba1-4127-a8b1-585683c9586d,"[[0.327344, 0.496875, 0.323437, 0.675], [0.74375, 0.517969, 0.375, 0.754687]]"
732f0a61-1553-4fb2-8e00-31d5802708ce,"[[0.266406, 0.380469, 0.410938, 0.642188], [0.721094, 0.403906, 0.385937, 0.735938]]"
734b6ebc-cfeb-4e1e-b209-7183e6037289,"[[0.26875, 0.391406, 0.39375, 0.635938], [0.675, 0.365625, 0.35, 0.559375]]"
734d657a-1013-497d-8462-c2ed741466dd,"[[0.273438, 0.360938, 0.3625, 0.5], [0.725781, 0.389844, 0.345313, 0.560937]]"
7351c984-3f01-438f-bc30-85b3a74401bb,"[[0.767188, 0.425, 0.390625, 0.703125], [0.301563, 0.4125, 0.409375, 0.690625]]"
7354ff46-3089-4ca6-8249-b0bb9efc9381,"[[0.646875, 0.53125, 0.28125, 0.846875], [0.253125, 0.502344, 0.3625, 0.826562]]"
73557193-9f08-4353-adb9-a9e0f54bbd8c,"[[0.214844, 0.361719, 0.395313, 0.601562], [0.675781, 0.386719, 0.395313, 0.595313]]"
736d6bb1-8a77-40f6-a229-120d8a6263a2,"[[0.290625, 0.492969, 0.35, 0.773438], [0.714063, 0.500781, 0.353125, 0.785937]]"
736e91c8-8c30-40b2-a042-50883a77d101,"[[0.279687, 0.4, 0.3875, 0.5375], [0.742188, 0.442188, 0.396875, 0.63125]]"
738705eb-6964-4542-b9ec-009ef849822e,"[[0.280469, 0.425, 0.335938, 0.675], [0.657031, 0.442188, 0.307812, 0.70625]]"
738eef14-e57e-4659-9c3c-48f1d645b06c,"[[0.3, 0.435937, 0.325, 0.63125], [0.697656, 0.429688, 0.342187, 0.65625]]"
7392b2a6-6be1-4965-9077-0c44fd7cbb30,"[[0.7, 0.577344, 0.29375, 0.773438], [0.299219, 0.561719, 0.401562, 0.739062]]"
739597a4-836a-4591-8ef2-f912a5822a44,"[[0.286719, 0.460156, 0.348438, 0.676562], [0.69375, 0.492969, 0.35, 0.770312]]"
73a53464-7183-4a5e-ba1d-f2c014d1511a,"[[0.311719, 0.489844, 0.339062, 0.754687], [0.707812, 0.488281, 0.334375, 0.782813]]"
73a59a79-acad-42c5-8b91-b22ff7939cbb,"[[0.258594, 0.499219, 0.379688, 0.764062], [0.685156, 0.509375, 0.364063, 0.778125]]"
73ace93d-59b5-4895-91d7-cbe632e3a024,"[[0.283594, 0.378125, 0.289062, 0.46875], [0.653125, 0.36875, 0.325, 0.503125]]"
73ad70a9-4028-4129-8faa-d98afcfb74a4,"[[0.3, 0.457813, 0.36875, 0.625], [0.741406, 0.486719, 0.351562, 0.679688]]"
73bf15b5-58dd-4aa2-974f-2749e0a5fd92,"[[0.288281, 0.49375, 0.301563, 0.809375], [0.685937, 0.480469, 0.340625, 0.785937]]"
73c48214-24be-4f07-9d5b-f3774de98ddb,"[[0.285938, 0.38125, 0.325, 0.715625], [0.636719, 0.392188, 0.292187, 0.69375]]"
73c536ff-9071-44d0-8b4e-1445ad87894b,"[[0.222656, 0.539844, 0.414062, 0.873437], [0.669531, 0.530469, 0.329688, 0.907813]]"
73c83dfb-5e65-4dd5-a5e1-58372c922259,"[[0.26875, 0.454688, 0.36875, 0.75], [0.708594, 0.432812, 0.398438, 0.73125]]"
73d4c4ab-415a-4508-a293-6b30f0df5a1e,"[[0.296094, 0.453125, 0.404687, 0.79375], [0.7125, 0.485938, 0.33125, 0.825]]"
73d64de8-56f7-4c50-a08b-0cc5b2031196,"[[0.36875, 0.471875, 0.28125, 0.771875], [0.738281, 0.4375, 0.304688, 0.696875]]"
73dca3d1-5c58-4c72-80a9-201deca7ffec,"[[0.29375, 0.459375, 0.325, 0.615625], [0.6875, 0.460156, 0.31875, 0.623437]]"
73f20de7-2234-406e-be6a-9ab82c6f068b,"[[0.270313, 0.3625, 0.38125, 0.5625], [0.723437, 0.3875, 0.346875, 0.571875]]"
73f2773c-bb6c-4965-9fe2-5f1bfcceaf68,"[[0.249219, 0.427344, 0.401562, 0.617188], [0.671094, 0.447656, 0.351562, 0.651563]]"
73f63d2d-c2ae-41e9-bf79-b35228d829e5,"[[0.274219, 0.467969, 0.323437, 0.582812], [0.646875, 0.457813, 0.31875, 0.5375]]"
73f6d76b-c5a2-4493-b39a-7ab830178f72,"[[0.278906, 0.464844, 0.342187, 0.667188], [0.730469, 0.4625, 0.376563, 0.684375]]"
73fd2eb6-5d51-4f15-8cf2-4a8159592d2f,"[[0.25, 0.510938, 0.3625, 0.884375], [0.690625, 0.4875, 0.4, 0.884375]]"
73fdcfb6-42ad-4be4-92b4-641250252431,"[[0.276562, 0.403125, 0.4, 0.759375], [0.686719, 0.419531, 0.332813, 0.764062]]"
73ff8055-3881-4c61-b700-396adf5083fc,"[[0.347656, 0.39375, 0.314063, 0.646875], [0.695312, 0.410938, 0.309375, 0.665625]]"
7400568c-7ce2-4545-9400-909c2876bcc2,"[[0.371875, 0.394531, 0.3, 0.570312], [0.739062, 0.421094, 0.321875, 0.614062]]"
7404b1cd-bdc2-4f4a-b2ac-9b423e2d61a0,"[[0.764062, 0.4, 0.378125, 0.628125], [0.282813, 0.407813, 0.425, 0.60625]]"
740824df-92ff-4b09-a8be-dfd3eff172a7,"[[0.228906, 0.4625, 0.404687, 0.646875], [0.695312, 0.483594, 0.409375, 0.707812]]"
740e0410-19ae-4fb0-a0cb-3c6e1ca6d16a,"[[0.289062, 0.464062, 0.38125, 0.7], [0.719531, 0.480469, 0.332813, 0.717187]]"
74124097-f675-47f7-9965-8271ef4f68a0,"[[0.310937, 0.453906, 0.359375, 0.870313], [0.734375, 0.466406, 0.325, 0.910937]]"
74192b5f-7e82-4636-9886-c2c1750d833a,"[[0.2125, 0.523438, 0.34375, 0.6625], [0.602344, 0.561719, 0.320312, 0.726562]]"
74219aa7-b9e9-41dc-9ee7-0ce254a7818c,"[[0.339062, 0.398438, 0.315625, 0.4625], [0.679688, 0.403125, 0.2625, 0.446875]]"
742640b8-5c3a-4c8c-8296-18f5613758ff,"[[0.323437, 0.451562, 0.390625, 0.73125], [0.764844, 0.471875, 0.367188, 0.759375]]"
7426e930-fed6-4ef3-8a8f-4b70c12e94de,"[[0.688281, 0.421875, 0.276562, 0.740625], [0.304688, 0.390625, 0.353125, 0.721875]]"
742ae136-a219-4586-ab1e-3f8064596e8c,"[[0.295312, 0.507812, 0.353125, 0.75], [0.710938, 0.476562, 0.365625, 0.71875]]"
742bb3ca-01c7-4368-ac6a-1a276b2adbd9,"[[0.340625, 0.447656, 0.33125, 0.701562], [0.688281, 0.446094, 0.264062, 0.689063]]"
74365fa5-5597-4353-9cf6-da8769145d55,"[[0.307031, 0.474219, 0.370312, 0.714063], [0.716406, 0.485156, 0.351562, 0.754687]]"
7437e61c-7aba-478a-9398-0eed93ba42f5,"[[0.704688, 0.565625, 0.378125, 0.778125], [0.280469, 0.584375, 0.354687, 0.815625]]"
743ceb61-dda7-4449-be5b-a87013edb394,"[[0.30625, 0.434375, 0.31875, 0.646875], [0.709375, 0.448437, 0.31875, 0.71875]]"
743d1905-767a-4dc2-9082-b2f11df0ab39,"[[0.292187, 0.509375, 0.446875, 0.759375], [0.719531, 0.510938, 0.320312, 0.825]]"
